property_id,rtl_commit,harness,engine,mode,bound,raw_tool_status,scientific_classification,notes
SP-06,research-iopmp,formal/harness/formal_iopmp_tb.v,sby/smtbmc/z3,prove,32,NOT_RUN,BOUNDED_EVIDENCE,bundled with SP-04 unit harness; standalone SP-06 row
SP-09,research-iopmp,formal/harness/formal_iopmp_tb.v,sby/smtbmc/z3,unit_bmc,32,NOT_RUN,SIMULATION_EVIDENCE,M3 unit proof at depth 32; M7 reproduction attempt
M57-FP-04-FIX2,zero-day-labs+FIX-2,formal_m57_fullrtl_write_path_tb.sv ENV-4,sby/smtbmc/z3,bmc,512,see results/formal/m59/m59_proper_env4_bmc512/status,BOUNDED_EVIDENCE,PDR raw FAIL unchanged; Yices TOOLCHAIN_LIMITATION
