cycle,event,txn_id,src,addr,wdata_or_data,write,auth,notes
2,IC_RESET_RELEASE,,,,,,
3,DMA_RESET_RELEASE,,,,,,
3,IOPMP_RESET_RELEASE,,,,,,
3,SEC_RESET_RELEASE,,,,,,
7,CPU_ADMITTED,1,CPU,0x20000100,0x5151a5a5,1,,CPU seed
9,DELAY_ACCEPTED,1,CPU,,,,
18,SRAM_WRITE,1,CPU,0x20000100,0x5151a5a5,,,independent SRAM_WRITE := protected_memory_reset_n && sram_prot_req && sram_prot_write
19,PROT_COMMIT,,CPU,0x20000100,0x5151a5a5,,,distinct from SRAM_WRITE (registered mem_changed)
21,CPU_RVALID,,,,,,
25,IOPMP_READY,,,,,,
29,DMA_RESET_ASSERT,,,,,,
29,DMA_ADMITTED,2,DMA,0x20000100,0x11111111,1,1,RID=0x01 DMA_RST=0 IOPMP_RST=1 IC_RST=1 SRC=txn_snap
32,ARB_DMA_GNT,2,DMA,0x20000100,0x11111111,1,,only DMA grant in this ledger
32,DMA_TARGET_ACCEPTED,2,DMA,0x20000100,0x11111111,1,
34,DELAY_ACCEPTED,2,DMA,,,,LIVE_ADMIT=1
43,SRAM_WRITE,2,DMA,0x20000100,0x11111111,,,only DMA SRAM_WRITE
44,PROT_COMMIT,,DMA,0x20000100,0x11111111,
47,DMA_COMPLETED,2,DMA,,,,ERR=0
summary,HARNESS,,"","",RES=0x600d00c1,,,"Source: evidence/simulation/IF01_A_events_final.log (IEEE_Access_Any_Address_Regrant_Repair_and_Proof). Counts: DMA_ADMITTED=1 ARB_DMA_GNT=1 SRAM_WRITE_DMA=1 DUPLICATE=0. IOPMP dd7fe6… arbiter 20477634…."
